"","Period","Trade","Gross_Weight_kt","NZD_Value_mil"
"404",2004-10-31,"Imports",1826.385,3016.383
"405",2004-11-30,"Exports",1943.206,2691.617
"406",2004-11-30,"Imports",1566.884,3206.227
"407",2004-12-31,"Exports",1630.922,2598.194
"408",2004-12-31,"Imports",1845.585,3073.948
"409",2005-01-31,"Exports",1636.839,2324.663
"410",2005-01-31,"Imports",1193.241,2471.849
"411",2005-02-28,"Exports",1720.535,2597.212
"412",2005-02-28,"Imports",1694.751,2773.413
"413",2005-03-31,"Exports",1833.236,2852.66
"414",2005-03-31,"Imports",1663.011,2980.814
"415",2005-04-30,"Exports",2109.844,2850.368
"416",2005-04-30,"Imports",1672.289,2944.758
"417",2005-05-31,"Exports",2080.419,3021.232
"418",2005-05-31,"Imports",1602.993,2973.074
"419",2005-06-30,"Exports",1735.165,2602.629
"420",2005-06-30,"Imports",1530.161,3010.566
"421",2005-07-31,"Exports",1695.577,2530.071
"422",2005-07-31,"Imports",1654.997,3030.621
"423",2005-08-31,"Exports",1640.918,2454.959
"424",2005-08-31,"Imports",1491.152,3312.885
"425",2005-09-30,"Exports",1862.453,2416.093
"426",2005-09-30,"Imports",1591.945,3258.057
"427",2005-10-31,"Exports",1772.808,2558.246
"428",2005-10-31,"Imports",1419.381,3045.72
"429",2005-11-30,"Exports",1770.157,2659.369
"430",2005-11-30,"Imports",1688.84,3505.872
"431",2005-12-31,"Exports",1916.911,2705.847
"432",2005-12-31,"Imports",1358.593,2963.88
"433",2006-01-31,"Exports",1398.58,2260.262
"434",2006-01-31,"Imports",1875.313,2800.053
"435",2006-02-28,"Exports",1623.778,2568.436
"436",2006-02-28,"Imports",1384.141,2764.323
"437",2006-03-31,"Exports",2105.853,3191.146
"438",2006-03-31,"Imports",1479.458,3107.588
"439",2006-04-30,"Exports",1926.759,3072.043
"440",2006-04-30,"Imports",1280.716,2980.314
"441",2006-05-31,"Exports",2203.254,3524.102
"442",2006-05-31,"Imports",1678.094,3515.588
"443",2006-06-30,"Exports",1922.835,3007.797
"444",2006-06-30,"Imports",1216.824,3107.139
"445",2006-07-31,"Exports",1763.146,3023.398
"446",2006-07-31,"Imports",1565.673,3424.921
"447",2006-08-31,"Exports",1753.534,2793.143
"448",2006-08-31,"Imports",1629.524,3681.026
"449",2006-09-30,"Exports",1928.198,2863.624
"450",2006-09-30,"Imports",1516.518,3463.79
"451",2006-10-31,"Exports",2017.21,2819.199
"452",2006-10-31,"Imports",1729.062,3621.402
"453",2006-11-30,"Exports",1932.006,2880.07
"454",2006-11-30,"Imports",1720.406,3607.85
"455",2006-12-31,"Exports",1832.096,2993.636
"456",2006-12-31,"Imports",1539.763,3278.559
"457",2007-01-31,"Exports",1610.9,2542.256
"458",2007-01-31,"Imports",1629.578,3074.789
"459",2007-02-28,"Exports",1916.492,2969.343
"460",2007-02-28,"Imports",1272.43,2979.427
"461",2007-03-31,"Exports",2205.668,3301.846
"462",2007-03-31,"Imports",1396.426,3244.506
"463",2007-04-30,"Exports",2181.707,3263.532
"464",2007-04-30,"Imports",1595.516,3172.508
"465",2007-05-31,"Exports",2126.033,3411.273
"466",2007-05-31,"Imports",1500.884,3291.447
"467",2007-06-30,"Exports",1698.813,2854.11
"468",2007-06-30,"Imports",1403.333,3081.768
"469",2007-07-31,"Exports",1821.066,2767.919
"470",2007-07-31,"Imports",1804.167,3438.839
"471",2007-08-31,"Exports",2030.276,2791.554
"472",2007-08-31,"Imports",1547.781,3603.021
"473",2007-09-30,"Exports",1777.088,2991.905
"474",2007-09-30,"Imports",1566.849,3494.393
"475",2007-10-31,"Exports",2020.313,3367.152
"476",2007-10-31,"Imports",1691.416,3836.047
"477",2007-11-30,"Exports",2045.523,3442.448
"478",2007-11-30,"Imports",1574.045,3864.905
"479",2007-12-31,"Exports",2072.661,3733.779
"480",2007-12-31,"Imports",1588.882,3624.969
"481",2008-01-31,"Exports",1999.362,3188.636
"482",2008-01-31,"Imports",1459.948,3386.134
"483",2008-02-29,"Exports",2148.111,3759.771
"484",2008-02-29,"Imports",1611.889,3444.526
"485",2008-03-31,"Exports",2318.735,3455.65
"486",2008-03-31,"Imports",1584.149,3460.277
"487",2008-04-30,"Exports",2307.888,3906.492
"488",2008-04-30,"Imports",1704.053,3947.42
"489",2008-05-31,"Exports",2163.887,3789.097
"490",2008-05-31,"Imports",1660.262,3793.144
"491",2008-06-30,"Exports",2316.623,3632.717
"492",2008-06-30,"Imports",1530.309,3765.571
"493",2008-07-31,"Exports",2243.2,3512.166
"494",2008-07-31,"Imports",1606.153,4216.932
"495",2008-08-31,"Exports",2191.322,3541.65
"496",2008-08-31,"Imports",1615.909,4274.944
"497",2008-09-30,"Exports",1873.312,3243.16
"498",2008-09-30,"Imports",1790.816,4432.657
"499",2008-10-31,"Exports",2102.712,3905.641
"500",2008-10-31,"Imports",1813.037,4770.968
"501",2008-11-30,"Exports",1911.561,3734.582
"502",2008-11-30,"Imports",1577.788,4256.58
"503",2008-12-31,"Exports",1757.496,3795.553
"504",2008-12-31,"Imports",1546.092,4188.578
"505",2009-01-31,"Exports",1642.391,3243.618
"506",2009-01-31,"Imports",1407.439,3277.635
"507",2009-02-28,"Exports",1680.794,3532.173
"508",2009-02-28,"Imports",932.018,2913.391
"509",2009-03-31,"Exports",2383.326,3997.404
"510",2009-03-31,"Imports",1357.821,3627.38
"511",2009-04-30,"Exports",2543.053,3730.766
"512",2009-04-30,"Imports",1510.204,3347.612
"513",2009-05-31,"Exports",2589.05,4051.483
"514",2009-05-31,"Imports",1316.697,3035.873
"515",2009-06-30,"Exports",2500.806,3231.886
"516",2009-06-30,"Imports",963.607,2973.771
"517",2009-07-31,"Exports",2764.603,3252.615
"518",2009-07-31,"Imports",1422.751,3288.543
"519",2009-08-31,"Exports",2257.774,2840.212
"520",2009-08-31,"Imports",1441.817,3449.361
"521",2009-09-30,"Exports",2531.626,2864.703
"522",2009-09-30,"Imports",1342.792,3323.287
"523",2009-10-31,"Exports",2158.179,3056.389
"524",2009-10-31,"Imports",1387.468,3365.322
"525",2009-11-30,"Exports",2293.983,3138.371
"526",2009-11-30,"Imports",1448,3353.579
"527",2009-12-31,"Exports",2049.257,3493.007
"528",2009-12-31,"Imports",1690.332,3447.482
"529",2010-01-31,"Exports",2288.947,3191.434
"530",2010-01-31,"Imports",1233.818,2870.241
"531",2010-02-28,"Exports",2201.11,3402.792
"532",2010-02-28,"Imports",1358.134,3005.064
"533",2010-03-31,"Exports",2786.219,4167.174
"534",2010-03-31,"Imports",1635.831,3477.055
"535",2010-04-30,"Exports",2689.273,3982.742
"536",2010-04-30,"Imports",1436.719,3218.235
"537",2010-05-31,"Exports",2779.745,4276.209
"538",2010-05-31,"Imports",1397.33,3373.484
"539",2010-06-30,"Exports",2559.823,3774.013
"540",2010-06-30,"Imports",1543.231,3490.502
"541",2010-07-31,"Exports",2554.659,3594.416
"542",2010-07-31,"Imports",1700.833,3744.141
"543",2010-08-31,"Exports",2424.652,3229.35
"544",2010-08-31,"Imports",1377.763,3585.081
"545",2010-09-30,"Exports",2263.975,3221.704
"546",2010-09-30,"Imports",1442.211,3649.385
"547",2010-10-31,"Exports",2580.701,3806.204
"548",2010-10-31,"Imports",1643.885,3827.902
"549",2010-11-30,"Exports",2749.626,3737.196
"550",2010-11-30,"Imports",1738.501,3861.226
"551",2010-12-31,"Exports",2588.754,3952.729
"552",2010-12-31,"Imports",1561.132,3796.988
"553",2011-01-31,"Exports",2055.332,3343.033
"554",2011-01-31,"Imports",1452.795,3301.122
"555",2011-02-28,"Exports",2758.249,4025.104
"556",2011-02-28,"Imports",1557,3466.446
"557",2011-03-31,"Exports",2821.693,4909.009
"558",2011-03-31,"Imports",1542.425,3857.934
"559",2011-04-30,"Exports",3056.781,4761.579
"560",2011-04-30,"Imports",1405.674,3537.785
"561",2011-05-31,"Exports",3042.485,4613.661
"562",2011-05-31,"Imports",1548.634,4074.08
"563",2011-06-30,"Exports",2557.504,4020.348
"564",2011-06-30,"Imports",1583.343,3746.937
"565",2011-07-31,"Exports",2626.375,3793.101
"566",2011-07-31,"Imports",1758.249,3596.665
"567",2011-08-31,"Exports",2638.439,3525.835
"568",2011-08-31,"Imports",1722.659,4134.705
"569",2011-09-30,"Exports",2543.792,3878.619
"570",2011-09-30,"Imports",1642.197,4288.697
"571",2011-10-31,"Exports",2626.219,4025.194
"572",2011-10-31,"Imports",1682.663,4115.432
"573",2011-11-30,"Exports",2546.915,4562.437
"574",2011-11-30,"Imports",1659.2,4228.239
"575",2011-12-31,"Exports",2567.751,4976.521
"576",2011-12-31,"Imports",1462.265,3991.432
"577",2012-01-31,"Exports",2210.95,4174.396
"578",2012-01-31,"Imports",1605.701,3676.346
"579",2012-02-29,"Exports",2411.086,3897.442
"580",2012-02-29,"Imports",1468.491,3415.129
"581",2012-03-31,"Exports",3076.372,4599.472
"582",2012-03-31,"Imports",1803.215,4029.028
"583",2012-04-30,"Exports",2945.753,4117.518
"584",2012-04-30,"Imports",1179.307,3547.348
"585",2012-05-31,"Exports",2977.306,4430.894
"586",2012-05-31,"Imports",1690.441,4186.868
"587",2012-06-30,"Exports",3408.96,4252.294
"588",2012-06-30,"Imports",1249.16,3906.783
"589",2012-07-31,"Exports",2834.987,4153.447
"590",2012-07-31,"Imports",1656.248,3952.943
"591",2012-08-31,"Exports",2918.746,3385.466
"592",2012-08-31,"Imports",1733.621,4126.841
"593",2012-09-30,"Exports",2845.642,3387.98
"594",2012-09-30,"Imports",1927.659,4089.077
"595",2012-10-31,"Exports",2851.348,3557.719
"596",2012-10-31,"Imports",1562.287,4177.893
"597",2012-11-30,"Exports",2933.761,3920.836
"598",2012-11-30,"Imports",1762.99,4394.008
"599",2012-12-31,"Exports",3376.589,4198.329
"600",2012-12-31,"Imports",1503.866,3533.788
"601",2013-01-31,"Exports",2159.36,3433.969
"602",2013-01-31,"Imports",1695.714,3641.891
"603",2013-02-28,"Exports",2921.909,3973.209
"604",2013-02-28,"Imports",1393.42,3460.373
"605",2013-03-31,"Exports",3314.151,4603.639
"606",2013-03-31,"Imports",1662.461,3682.425
"607",2013-04-30,"Exports",2963.908,4137.085
"608",2013-04-30,"Imports",1656.094,3773.126
"609",2013-05-31,"Exports",3314.493,4153.675
"610",2013-05-31,"Imports",1860.754,4015.948
"611",2013-06-30,"Exports",3217.77,4148.323
"612",2013-06-30,"Imports",1389.242,3564.862
"613",2013-07-31,"Exports",2647.265,3885.379
"614",2013-07-31,"Imports",1740.748,4550.192
"615",2013-08-31,"Exports",3305.416,3495.279
"616",2013-08-31,"Imports",1762.712,4531.981
"617",2013-09-30,"Exports",3142.483,3876.332
"618",2013-09-30,"Imports",1667.787,4107.936
"619",2013-10-31,"Exports",3265.771,4392.426
"620",2013-10-31,"Imports",1772.535,4423.195
"621",2013-11-30,"Exports",3027.618,4532.589
"622",2013-11-30,"Imports",1584.822,4202.711
"623",2013-12-31,"Exports",3371.745,4788.347
"624",2013-12-31,"Imports",1974.864,4278.053
"625",2014-01-31,"Exports",2597.025,4380.908
"626",2014-01-31,"Imports",1673.739,3783.869
"627",2014-02-28,"Exports",3117.373,4643.125
"628",2014-02-28,"Imports",1728.271,3662.81
"629",2014-03-31,"Exports",3744.487,5042.805
"630",2014-03-31,"Imports",1829.227,4139.708
"631",2014-04-30,"Exports",3500.502,4595.942
"632",2014-04-30,"Imports",1871.792,3947.948
"633",2014-05-31,"Exports",3481.411,4828.034
"634",2014-05-31,"Imports",1767.187,4283.105
"635",2014-06-30,"Exports",3222.648,4315.188
"636",2014-06-30,"Imports",1521.759,3728.389
"637",2014-07-31,"Exports",2801.079,3807.324
"638",2014-07-31,"Imports",1843.22,4345.69
"639",2014-08-31,"Exports",3093.416,3804.031
"640",2014-08-31,"Imports",1599.594,3962.505
"641",2014-09-30,"Exports",2727.499,3747.924
"642",2014-09-30,"Imports",2291.582,4574.512
"643",2014-10-31,"Exports",3203.813,4096.954
"644",2014-10-31,"Imports",2181.287,4865.49
"645",2014-11-30,"Exports",3255.733,4180.394
"646",2014-11-30,"Imports",1782.211,4333.471
"647",2014-12-31,"Exports",3159.973,4529.089
"648",2014-12-31,"Imports",1884.483,4369.416
"649",2015-01-31,"Exports",2347.589,3771.579
"650",2015-01-31,"Imports",1501.614,3642.851
"651",2015-02-28,"Exports",3088.49,4007.394
"652",2015-02-28,"Imports",1764.452,3729.812
"653",2015-03-31,"Exports",3357.642,5037.8
"654",2015-03-31,"Imports",1976.698,4157.924
"655",2015-04-30,"Exports",3423.563,4225.579
"656",2015-04-30,"Imports",1492.573,3871.163
"657",2015-05-31,"Exports",3032.159,4485.474
"658",2015-05-31,"Imports",1844.699,3978.093
"659",2015-06-30,"Exports",3219.294,4283.537
"660",2015-06-30,"Imports",1747.675,4325.629
"661",2015-07-31,"Exports",2800.624,4522.631
"662",2015-07-31,"Imports",1881.582,4611.622
"663",2015-08-31,"Exports",3015.859,3869.533
"664",2015-08-31,"Imports",1667.051,4588.143
"665",2015-09-30,"Exports",2715.017,3810.229
"666",2015-09-30,"Imports",1891.856,4731.321
"667",2015-10-31,"Exports",2929.858,4012.069
"668",2015-10-31,"Imports",1870.687,4761.194
"669",2015-11-30,"Exports",2822.319,4233.608
"670",2015-11-30,"Imports",1752.704,4544.088
"671",2015-12-31,"Exports",3498.119,4596.207
"672",2015-12-31,"Imports",1900.985,4440.472
"673",2016-01-31,"Exports",2908.427,3964.305
"674",2016-01-31,"Imports",1916.587,3845.692
"675",2016-02-29,"Exports",3050.787,4367.229
"676",2016-02-29,"Imports",1765.095,3873.425
"677",2016-03-31,"Exports",3469.603,4449.918
"678",2016-03-31,"Imports",1829.335,3994.495
"679",2016-04-30,"Exports",3603.913,4490.533
"680",2016-04-30,"Imports",1561.57,3966.871
"681",2016-05-31,"Exports",3429.651,4697.686
"682",2016-05-31,"Imports",1525.901,4085.943
"683",2016-06-30,"Exports",3675.152,4453.225
"684",2016-06-30,"Imports",1592.946,4127.172
"685",2016-07-31,"Exports",3319.184,4170.155
"686",2016-07-31,"Imports",1742.366,4072.093
"687",2016-08-31,"Exports",3791.622,3575.115
"688",2016-08-31,"Imports",1826.404,4615.616
"689",2016-09-30,"Exports",3165.111,3607.717
"690",2016-09-30,"Imports",2038.733,4609.756
"691",2016-10-31,"Exports",3591.628,4093.105
"692",2016-10-31,"Imports",1863.303,4478.09
"693",2016-11-30,"Exports",3104.639,4004.33
"694",2016-11-30,"Imports",2050.552,4537.17
"695",2016-12-31,"Exports",3450.635,4634.934
"696",2016-12-31,"Imports",1765.826,4452.5
"697",2017-01-31,"Exports",2417.135,4172.591
"698",2017-01-31,"Imports",1954.54,4194.11
"699",2017-02-28,"Exports",2822.863,4385.428
"700",2017-02-28,"Imports",1828.823,4122.598
"701",2017-03-31,"Exports",3430.008,4790.477
"702",2017-03-31,"Imports",1827.169,4341.58
"703",2017-04-30,"Exports",3844.48,4935.473
"704",2017-04-30,"Imports",1798.64,4179.488
"705",2017-05-31,"Exports",3619.583,5031.552
"706",2017-05-31,"Imports",2255.29,4866.387
"707",2017-06-30,"Exports",3276.201,5171.165
"708",2017-06-30,"Imports",1638.973,4517.728
"709",2017-07-31,"Exports",3539.439,5298.465
"710",2017-07-31,"Imports",1962.326,4558.999
"711",2017-08-31,"Exports",3616.111,3993.539
"712",2017-08-31,"Imports",2071.753,5016.388
"713",2017-09-30,"Exports",3114.506,4071.499
"714",2017-09-30,"Imports",2120.767,5012.959
"715",2017-10-31,"Exports",3826.182,4738.284
"716",2017-10-31,"Imports",2205.235,5277.599
"717",2017-11-30,"Exports",3695.473,4882.744
"718",2017-11-30,"Imports",2299.457,5671.713
"719",2017-12-31,"Exports",3570.611,5718.114
"720",2017-12-31,"Imports",1895.093,5006.081
"721",2018-01-31,"Exports",2942.382,4657.987
"722",2018-01-31,"Imports",2169.728,4923.131
"723",2018-02-28,"Exports",3413.8,4745.31
"724",2018-02-28,"Imports",1900.963,4323.355
"725",2018-03-31,"Exports",3645.894,5149.076
"726",2018-03-31,"Imports",2139.229,4995.417
"727",2018-04-30,"Exports",3687.757,5214.929
"728",2018-04-30,"Imports",1869.513,4845.81
"729",2018-05-31,"Exports",3851.666,5672.758
"730",2018-05-31,"Imports",1799.883,5216.468
"731",2018-06-30,"Exports",3314.737,5149.204
"732",2018-06-30,"Imports",1857.93,5196.976
"733",2018-07-31,"Exports",3833.131,5712.006
"734",2018-07-31,"Imports",2219.872,5710.729
"735",2018-08-31,"Exports",3584.435,4291.488
"736",2018-08-31,"Imports",2150.078,5711.705
"737",2018-09-30,"Exports",3539.469,4612.739
"738",2018-09-30,"Imports",2257.256,5738.339
"739",2018-10-31,"Exports",3522.895,5262.711
"740",2018-10-31,"Imports",2276.221,6309.842
"741",2018-11-30,"Exports",3585.934,5228.213
"742",2018-11-30,"Imports",2230.94,6060.618
"743",2018-12-31,"Exports",3712.447,5627.661
"744",2018-12-31,"Imports",1885.317,5319.116
"745",2019-01-31,"Exports",2953.743,4587.69
"746",2019-01-31,"Imports",2292.366,5668.251
"747",2019-02-28,"Exports",3520.169,5044.386
"748",2019-02-28,"Imports",1823.186,4895.587
"749",2019-03-31,"Exports",4132.799,6074.265
"750",2019-03-31,"Imports",2022.208,4903.69
"751",2019-04-30,"Exports",4039.841,5705.78
"752",2019-04-30,"Imports",2114.954,5167.923
"753",2019-05-31,"Exports",3662.551,6555.142
"754",2019-05-31,"Imports",2198.002,5641.843
"755",2019-06-30,"Exports",3844.61,5343.426
"756",2019-06-30,"Imports",1656.007,4815.283
"757",2019-07-31,"Exports",4052.697,5283.156
"758",2019-07-31,"Imports",2187.418,5877.04
"759",2019-08-31,"Exports",3377.274,4453.839
"760",2019-08-31,"Imports",2144.541,5814.804
"761",2019-09-30,"Exports",3577.32,4828.371
"762",2019-09-30,"Imports",1920.643,5814.407
"763",2019-10-31,"Exports",3500.989,5458.001
"764",2019-10-31,"Imports",2289.684,6238.549
"765",2019-11-30,"Exports",3393.135,5567.831
"766",2019-11-30,"Imports",2123.783,6055.425
"767",2019-12-31,"Exports",3508.031,5943.068
"768",2019-12-31,"Imports",1931.118,5299.071
"769",2020-01-31,"Exports",2972.323,5003.347
"770",2020-01-31,"Imports",1999.828,5295.771
"771",2020-02-29,"Exports",3310.954,5352.757
"772",2020-02-29,"Imports",1652.119,4534.511
"773",2020-03-31,"Exports",3591.309,6244.932
"774",2020-03-31,"Imports",2278.137,5250.431
"775",2020-04-30,"Exports",2189.974,6222.632
"776",2020-04-30,"Imports",1462.676,3966.136
"777",2020-05-31,"Exports",3461.522,5722.234
"778",2020-05-31,"Imports",1689.733,4195.995
"779",2020-06-30,"Exports",3900.153,5338.592
"780",2020-06-30,"Imports",1778.444,4319.162
"781",2020-07-31,"Exports",3693.116,5211.753
"782",2020-07-31,"Imports",1655.474,4673.563
"783",2020-08-31,"Exports",3568.016,4378.788
"784",2020-08-31,"Imports",1900.489,4921.311
"785",2020-09-30,"Exports",3316.846,4231.066
"786",2020-09-30,"Imports",2181.578,5192.262
"787",2020-10-31,"Exports",4074.855,5010.589
"788",2020-10-31,"Imports",2373.643,5324.102
"789",2020-11-30,"Exports",3530.537,5307.735
"790",2020-11-30,"Imports",2039.493,5029.978
"791",2020-12-31,"Exports",3774.384,5621.92
"792",2020-12-31,"Imports",1933.317,5453.775
"793",2021-01-31,"Exports",2787.226,4342.26
"794",2021-01-31,"Imports",2169.879,5286.249
"795",2021-02-28,"Exports",3544.513,4616.824
"796",2021-02-28,"Imports",1619.116,4374.333
"797",2021-03-31,"Exports",4080.263,5926.991
"798",2021-03-31,"Imports",2127.964,6008.548
"799",2021-04-30,"Exports",4112.935,5585.766
"800",2021-04-30,"Imports",1866.328,5164.883
"801",2021-05-31,"Exports",3656.23,6281.892
"802",2021-05-31,"Imports",2086.383,5965.387
